time,seconds_elapsed,z,y,x
1771750402169864200,0.1118642578125,-0.20833921432495117,-0.17317628860473633,0.00445932149887085
1771750402185824500,0.127824462890625,0.06519031524658203,-0.12406349182128906,0.11278599500656128
1771750402201754400,0.14375439453125,0.2315964698791504,-0.056099891662597656,0.25147250294685364
1771750402217715000,0.15971484375,0.3101377487182617,0.021270751953125,0.10130129754543304
1771750402233675300,0.17567529296875,0.22983932495117188,-0.02943134307861328,0.0042965286411345005
1771750402249635600,0.191635498046875,0.0399622917175293,-0.031456947326660156,0.0558420829474926
1771750402265565700,0.207565673828125,-0.09757375717163086,0.043447017669677734,-0.01731931045651436
1771750402281526000,0.223526123046875,-0.09431171417236328,0.023338794708251953,-0.1596846580505371
1771750402297486300,0.239486328125,-0.0552210807800293,0.03714418411254883,-0.10451427847146988
1771750402313416200,0.255416259765625,-0.24549627304077148,0.022222518920898438,0.0353582389652729
1771750402329376800,0.271376708984375,-0.37717676162719727,-0.008544445037841797,0.12529169023036957
1771750402345306600,0.287306640625,-0.18872880935668945,0.05565595626831055,0.17463117837905884
1771750402361267000,0.303266845703125,-0.3353710174560547,-0.29982900619506836,-0.02553008869290352
1771750402377227500,0.3192275390625,0.1521897315979004,0.431912899017334,-0.22349882125854492
1771750402393157400,0.335157470703125,1.4552898406982422,0.6701889038085938,-0.6318063735961914
1771750402409117700,0.35111767578125,-0.24895191192626953,0.18236017227172852,-0.35065513849258423
1771750402425078000,0.367078125,-0.23710870742797852,0.5767483711242676,-1.0719175338745117
1771750402441008000,0.383008056640625,0.1309671401977539,-0.23601341247558594,-1.6089942455291748
1771750402456968400,0.398968505859375,-0.08361101150512695,0.8786449432373047,-0.5382858514785767
1771750402472898300,0.414898193359375,1.76008939743042,1.0470142364501953,-1.926117181777954
1771750402488859000,0.43085888671875,3.2383193969726562,0.3669009208679199,-2.4122071266174316
1771750402504819200,0.446819091796875,1.3999223709106445,1.5076346397399902,-1.7161633968353271
1771750402520749000,0.4627490234375,1.1049599647521973,1.2168488502502441,-1.6126995086669922
1771750402536709400,0.47870947265625,1.3408865928649902,1.2092704772949219,-2.05999755859375
1771750402552670000,0.494669921875,1.0577058792114258,1.3939285278320312,-2.0572166442871094
1771750402568599800,0.510599853515625,0.28490638732910156,1.1070013046264648,-1.697110652923584
1771750402584560000,0.52656005859375,0.2407221794128418,0.4376235008239746,-2.100315570831299
1771750402600520700,0.542520751953125,0.14519023895263672,1.040287971496582,-1.5291298627853394
1771750402616450600,0.558450439453125,0.5590786933898926,1.178067684173584,-1.8991219997406006
1771750402632411000,0.574410888671875,0.6727809906005859,1.15423583984375,-1.1175419092178345
1771750402648371200,0.59037109375,0.18011856079101562,1.2047386169433594,-0.22251051664352417
1771750402664301300,0.60630126953125,-0.22278594970703125,0.5756773948669434,0.6106157898902893
1771750402680261600,0.62226171875,-0.4533085823059082,-0.4658045768737793,0.7236405611038208
1771750402696222000,0.638221923828125,-1.1356725692749023,-0.7938861846923828,-0.15712344646453857
1771750402712151800,0.65415185546875,-1.7047991752624512,-0.5089125633239746,-0.4237768054008484
